出表日期,資料年月,公司代號,公司名稱,產業別,營業收入-當月營收,營業收入-上月營收,營業收入-去年當月營收,營業收入-上月比較增減(%),營業收入-去年同月增減(%),累計營業收入-當月累計營收,累計營業收入-去年累計營收,累計營業收入-前期比較增減(%),備註
"114/09/07","114/6","1234","黑松","食品工業","768937","898472","801125","-14.417255073057369","-4.017849898580121","4696718","4918619","-4.51144925028753","-"
"114/09/07","114/6","1235","興泰","食品工業","12486","12837","10550","-2.7342837111474645","18.350710900473935","68170","40774","67.18987590130966","子公司泰宇網通營收較去年1-6月增加3128萬"
"114/09/07","114/6","1236","宏亞","食品工業","96579","112127","100673","-13.866419328083333","-4.066631569537016","849982","916665","-7.274522317313304","-"
"114/09/07","114/6","1256","鮮活果汁-KY","食品工業","377955","384691","414117","-1.7510157503034904","-8.732314780605481","1795189","2067298","-13.162543571367069","-"
"114/09/07","114/6","1301","台塑","塑膠工業","14362122","14852023","17051698","-3.298547275344241","-15.773068465087759","92589306","99217347","-6.680324762160795","-"
"114/09/07","114/6","1303","南亞","塑膠工業","20589873","21949304","21812622","-6.193503903358393","-5.6056947211573185","131267601","125036244","4.983640583445549","-"
"114/09/07","114/6","1304","台聚","塑膠工業","3908637","3774657","4537323","3.549461580217752","-13.85587933678074","23721617","25483820","-6.914987627443609","-"
"114/09/07","114/6","1305","華夏","塑膠工業","1019947","806203","1146941","26.51242925168971","-11.072409130024997","5120046","5980362","-14.38568434486073","-"
"114/09/07","114/6","1307","三芳","塑膠工業","767647","802937","742061","-4.395114436126371","3.447964520436999","5405637","5101788","5.955735518606418","-"
"114/09/07","114/6","1308","亞聚","塑膠工業","428134","472396","523269","-9.369681369020906","-18.180897396941152","2875422","3056069","-5.911090358234713","-"
"114/09/07","114/6","1309","台達化","塑膠工業","1246157","1227097","1640289","1.5532594407777054","-24.028204785863956","8081999","8733913","-7.464168695062568","-"
"114/09/07","114/6","1310","台苯","塑膠工業","757768","841983","1217014","-10.00198341296677","-37.73547387293819","4740083","5659110","-16.239779753353442","-"
"114/09/07","114/6","1312","國喬","塑膠工業","1280315","1505648","1628148","-14.965848591437043","-21.363721234187555","11116549","8313527","33.71639979036575","本月營收較去年同期減少約21%，係因苯乙烯、ABS及尼龍產品的銷量及售價均較去年同期減少所致。"
"114/09/07","114/6","1313","聯成","塑膠工業","5143161","5129412","6019167","0.26804241889713676","-14.553608497654244","29532045","38206589","-22.7043141694748","-"
"114/09/07","114/6","1314","中石化","塑膠工業","1471408","1693833","2566072","-13.131459831045918","-42.65913037514146","11405055","16684527","-31.642922811057215","-"
"114/09/07","114/6","1315","達新","塑膠工業","237222","225890","236504","5.016601000486963","0.30358894564151134","1157524","1015529","13.982367810274251","-"
"114/09/07","114/6","1316","上曜","建材營造","335525","284794","156868","17.81322640224162","113.89002218425682","1713111","604107","183.5774126106799","主因子公司營收上升，致本月及本年度營收較去年同期增加。"
"114/09/07","114/6","1319","東陽","汽車工業","1753048","1801870","1933519","-2.709518444726867","-9.333810528885415","13184726","12360033","6.672255648508382","-"
"114/09/07","114/6","1321","大洋","塑膠工業","317814","319215","445861","-0.4388891499459612","-28.719040238998254","1951678","2445382","-20.189238327590537","-"
"114/09/07","114/6","1323","永裕","塑膠工業","167170","173860","284288","-3.8479236167030946","-41.1969552003602","1045628","1559237","-32.939764769563574","本月營收較去年同期減少主要係去年7月份精奕公司董事會暨營運團隊重組下，其已非本公司合併財務報告之子公司。"
"114/09/07","114/6","1324","地球","塑膠工業","71021","53387","62778","33.030513046247215","13.130395998598235","376762","404761","-6.917415462458092","-"
"114/09/07","114/6","1325","恆大","塑膠工業","26477","29167","26145","-9.222751739980115","1.2698412698412698","166126","173392","-4.190504752237704","-"
"114/09/07","114/6","1326","台化","塑膠工業","24792702","23721263","31291479","4.516787322833527","-20.768519762201077","152456956","180416968","-15.497440351619256","-"
"114/09/07","114/6","1337","再生-KY","塑膠工業","56280","50243","53129","12.015604163764106","5.930847559713151","350314","435793","-19.614587659737538","-"
"114/09/07","114/6","1338","廣華-KY","汽車工業","462259","401631","412130","15.095448309517941","12.163395045252711","2520999","2488991","1.2859829545386061","-"
"114/09/07","114/6","1339","昭輝","汽車工業","127546","127978","129091","-0.33755801778430666","-1.196830143077364","907317","954294","-4.922696778980063","-"
"114/09/07","114/6","1340","勝悅-KY","塑膠工業","20548","23241","49920","-11.587281098059464","-58.83814102564103","132949","210156","-36.73794704885894","公司於2024年下半年調整營運策略，減少運營車間及產品線，訂單和出貨量也相應減少，故今年6月份營收同比去年下滑較大。"
"114/09/07","114/6","1341","富林-KY","塑膠工業","184762","173265","201392","6.635500533864312","-8.257527607849369","1273262","1310536","-2.844179785980698","-"
"114/09/07","114/6","1342","八貫","其他","219872","245972","219466","-10.61096384954385","0.18499448661751705","1486405","1257597","18.19406375810375","-"
"114/09/07","114/6","1402","遠東新","紡織纖維","20454748","19614093","22707563","4.285974375669576","-9.920989760107679","123890175","132923119","-6.795615441434232","-"
"114/09/07","114/6","1409","新纖","紡織纖維","3132986","3236780","3772639","-3.206705429470029","-16.955054538745955","20174022","22417624","-10.008206043602122","-"
"114/09/07","114/6","1410","南染","紡織纖維","18073","15010","18990","20.40639573617588","-4.82885729331227","104337","109164","-4.421787402440365","-"
"114/09/07","114/6","1413","宏洲","紡織纖維","169701","213967","142623","-20.688236971121714","18.985717591131866","1208937","1110239","8.889797602137918","-"
"114/09/07","114/6","1414","東和","紡織纖維","37627","41378","40899","-9.065203731451495","-8.000195603804494","259780","282898","-8.171849924707844","-"
"114/09/07","114/6","1416","廣豐","其他","28952","25150","24739","15.117296222664017","17.029791018230323","162821","155809","4.500381877811936","-"
"114/09/07","114/6","1417","嘉裕","紡織纖維","39386","23747","33762","65.85673979871142","16.657780937148274","139895","378275","-63.017645892538496","因結束國軍服裝供售與大陸代理品牌業務，致使營收減少"
"114/09/07","114/6","1418","東華","紡織纖維","17","343","516","-95.04373177842565","-96.70542635658914","3548","6310","-43.77179080824089","配合客戶生產線出貨。"
"114/09/07","114/6","1419","新紡","紡織纖維","273993","375079","232638","-26.950589075901345","17.776545534263533","2000540","1749796","14.329899028229576","-"
"114/09/07","114/6","1423","利華","紡織纖維","3026","5188","4700","-41.673091750192754","-35.61702127659574","42911","58317","-26.417682665432036","-"
"114/09/07","114/6","1432","大魯閣","運動休閒","108963","107576","115004","1.2893210381497733","-5.252860770060172","662211","635796","4.154634505407395","-"
"114/09/07","114/6","1434","福懋","紡織纖維","2180462","2364954","2403063","-7.801081966076295","-9.263219482801741","14933348","14793228","0.9471901602544083","-"
"114/09/07","114/6","1435","中福","其他","499","498","1010","0.20080321285140562","-50.59405940594059","2991","5708","-47.599859845830416","113年11月起中壢廠已無租金收入"
"114/09/07","114/6","1436","華友聯","建材營造","1193671","76645","777215","1457.402309348294","53.58311406753601","1653468","2041841","-19.020726883239195","本月營收較去年同期增加，係本月交屋數量較去年同期增加所致；累計營收較去年同期減少，係本年交屋數量較去年同期減少所致。"
"114/09/07","114/6","1437","勤益控","其他","68515","62083","59718","10.360324082276952","14.730901905623096","389724","369106","5.58592924525746","-"
"114/09/07","114/6","1438","三地開發","建材營造","0","0","0","","","241","1660","-85.48192771084338","主係因本期尚未有建案完工入帳，以致累積營收變動較大。"
"114/09/07","114/6","1439","雋揚","建材營造","73383","18903","11547","288.2082209173147","535.5157183684074","233260","64131","263.7242519218475","主係本公司按持有比例陸續認列聯合營運建案交屋之營收"
"114/09/07","114/6","1440","南紡","紡織纖維","1182380","1291362","1333928","-8.439306716474544","-11.361032979291236","7892620","8558854","-7.784149606945042","-"
"114/09/07","114/6","1441","大東","紡織纖維","150015","95348","173371","57.33418634895331","-13.471687883209995","777757","662976","17.31299473887441","-"
"114/09/07","114/6","1442","名軒","建材營造","202556","244960","579577","-17.310581319399084","-65.05106310291816","2137655","5002875","-57.27146890537941","本月認收18戶，去年同期認收46戶；本年累計認收185戶，去年累計認收431戶，故兩期差異大。"
"114/09/07","114/6","1443","立益物流","其他","87039","80964","72748","7.5033348154735435","19.64452631000165","505606","430361","17.484158648204648","-"
"114/09/07","114/6","1444","力麗","紡織纖維","525398","592355","596132","-11.30352575735834","-11.865492877416411","3620653","4075251","-11.155092042183414","-"
"114/09/07","114/6","1445","大宇","紡織纖維","70022","64409","72402","8.71462062755205","-3.2872020109941715","402827","507970","-20.698663306888204","-"
"114/09/07","114/6","1446","宏和","紡織纖維","9414","78961","305568","-88.07765859094997","-96.91918001885014","766818","1462777","-47.57792882989","本月營建無認列收入"
"114/09/07","114/6","1447","力鵬","紡織纖維","2037885","2967993","2425484","-31.337944530192626","-15.980274452439183","14493662","18277986","-20.704272341602625","-"
"114/09/07","114/6","1449","佳和","紡織纖維","345469","142824","222950","141.88441718478688","54.95357703520969","1352413","1583463","-14.591436617085463","訂單增加，存貨轉換為按公允價值帳列之投資性不動產"
"114/09/07","114/6","1451","年興","紡織纖維","593394","648324","501738","-8.472615544079812","18.267701469691353","3127647","3317294","-5.71691866925271","本年累計營收較去年累計營收減少5.72%，主係後龍關廠影響。"
"114/09/07","114/6","1452","宏益","紡織纖維","111927","105355","146320","6.237957382184044","-23.505330781848006","699049","779853","-10.361439912393745","-"
"114/09/07","114/6","1453","大將","建材營造","124","124","114","0.0","8.771929824561404","744","687","8.296943231441048","-"
"114/09/07","114/6","1454","台富","紡織纖維","138473","117036","132945","18.3165863494993","4.158110496821994","817201","816692","0.06232459727779873","-"
"114/09/07","114/6","1455","集盛","紡織纖維","540172","571203","907560","-5.432569506812814","-40.48084975098065","3585324","4942078","-27.453107781787338","-"
"114/09/07","114/6","1456","怡華","建材營造","151919","92630","93164","64.00626147036597","63.06620583057833","460193","538641","-14.564060292476807","本月認列建設收入較去年本月增加所致"
"114/09/07","114/6","1457","宜進","紡織纖維","241456","273077","232843","-11.579517864924545","3.699059022603213","1666627","1634467","1.9676139071636196","-"
"114/09/07","114/6","1459","聯發","紡織纖維","87161","85172","89508","2.335274503357911","-2.6221119899897216","621421","682095","-8.895241865136088","-"
"114/09/07","114/6","1460","宏遠","紡織纖維","440303","502049","586174","-12.298799519568806","-24.885272973553928","3702943","3683477","0.5284680751366169","-"
"114/09/07","114/6","1463","強盛新","紡織纖維","13353","15686","13762","-14.873135279867398","-2.9719517511989535","698820","146520","376.94512694512696","子公司保強建設房屋售出入帳"
"114/09/07","114/6","1464","得力","紡織纖維","816446","947624","805726","-13.84283217816349","1.3304771100845696","6287159","5300160","18.622060466099136","-"
"114/09/07","114/6","1465","偉全","紡織纖維","42044","22806","32989","84.35499429974568","27.448543453878564","189995","229199","-17.10478667009891","-"
"114/09/07","114/6","1466","聚隆","紡織纖維","248417","183650","228631","35.26653961339505","8.654119520100075","1345929","1288970","4.418954669232022","-"
"114/09/07","114/6","1467","南緯","紡織纖維","398372","419780","382577","-5.099814188384392","4.128580651738082","2385936","2261533","5.500826209478261","-"
"114/09/07","114/6","1468","昶和","紡織纖維","59407","71055","99742","-16.392935050313138","-40.43933348037938","455592","589791","-22.753653412819116","-"
"114/09/07","114/6","1470","大統新創","紡織纖維","66860","67788","55960","-1.3689738596801795","19.47819871336669","412631","376906","9.478490658148186","-"
"114/09/07","114/6","1471","首利","電子零組件業","18232","20039","28328","-9.017416038724487","-35.639649816436034","102191","134999","-24.302402240016594","-"
"114/09/07","114/6","1472","三洋實業","建材營造","296420","262247","154125","13.03084496676797","92.32441200324412","1804197","1110456","62.473524389980334","本公司以專案收入為主要營收，因各財務報表期間所認列專案別不同，使得營業收入同期比較不具相同基礎，此為本公司營業特性"
"114/09/07","114/6","1473","台南","紡織纖維","626872","437767","667981","43.19763709918747","-6.154216961260874","3999060","3948579","1.2784599219111483","-"
"114/09/07","114/6","1474","弘裕","紡織纖維","208386","220982","273608","-5.700011765664172","-23.837753282067776","1440980","1534259","-6.079742729226291","-"
"114/09/07","114/6","1475","業旺","紡織纖維","118949","118462","182370","0.41110229440664514","-34.776004825355045","759375","945428","-19.679235224681307","-"
"114/09/07","114/6","1476","儒鴻","紡織纖維","3288358","3038307","3398919","8.22994516354009","-3.2528283257117927","19092199","17225915","10.83416468733301","-"
"114/09/07","114/6","1477","聚陽","紡織纖維","2836232","2488629","2747356","13.967650461358442","3.234964817082315","17612957","16302190","8.040435058111823","-"
"114/09/07","114/6","1503","士電","電機機械","3476781","2814376","2773419","23.536478423636357","25.36082719560225","19154689","18089308","5.889561944547575","-"
"114/09/07","114/6","1504","東元","電機機械","5269401","5142957","4847659","2.4585855957963485","8.699910616650222","29068550","28228465","2.976020835706086","-"
"114/09/07","114/6","1506","正道","電機機械","97677","97056","88574","0.6398367952522255","10.277282272450154","546628","511558","6.855527623456187","-"
"114/09/07","114/6","1512","瑞利","汽車工業","80520","88808","87000","-9.332492568237095","-7.448275862068965","545607","555489","-1.7789731209798934","-"
"114/09/07","114/6","1513","中興電","電機機械","2616009","2308539","2162436","13.318813327390181","20.975094754249373","13552078","12272529","10.426123254628283","-"
"114/09/07","114/6","1514","亞力","電機機械","842897","1156147","892678","-27.094305481915363","-5.576590887195607","4632467","4279237","8.254508922969212","-"
"114/09/07","114/6","1515","力山","電機機械","399072","390555","490006","2.180742789107808","-18.557731946139434","2207165","3651934","-39.561750020673976","-"
"114/09/07","114/6","1516","川飛","其他","7137","11521","85111","-38.05225240864508","-91.61447991446464","40522","543068","-92.53831932649318","新拓展業務小量出貨，營收未及原有業務。"
"114/09/07","114/6","1517","利奇","電機機械","158134","143862","172171","9.920618370382728","-8.152940971476033","1057091","880699","20.02863634453996","-"
"114/09/07","114/6","1519","華城","電機機械","2330489","1628913","1926418","43.07019466355784","20.975250438897476","10494649","7683343","36.589619908938076","-"
"114/09/07","114/6","1521","大億","汽車工業","299551","266859","340739","12.250664208439662","-12.087844361813588","1750890","2065026","-15.212205560607954","-"
"114/09/07","114/6","1522","堤維西","汽車工業","1365040","1514293","1706686","-9.856282766941405","-20.01809354503406","9231323","10296327","-10.343533184212195","-"
"114/09/07","114/6","1524","耿鼎","汽車工業","160524","158249","198164","1.437607820586544","-18.99436830100321","1287199","1361383","-5.449164562801211","-"
"114/09/07","114/6","1525","江申","汽車工業","98787","92162","128612","7.1884290705496845","-23.189904519018445","570609","684621","-16.65330160775086","-"
"114/09/07","114/6","1526","日馳","電機機械","80451","60977","71613","31.93663184479394","12.341334673872062","408993","383658","6.603537525608745","-"
"114/09/07","114/6","1527","鑽全","電機機械","259741","238131","259341","9.074836959488685","0.15423708553603172","1557257","1556298","0.06162058937298641","-"
"114/09/07","114/6","1528","恩德","電機機械","224388","289803","316396","-22.57223010113767","-29.080013653775648","1323729","1755307","-24.58703805089366","-"
"114/09/07","114/6","1529","樂事綠能","電機機械","35709","46274","104595","-22.831395600121017","-65.85974472967159","475526","353518","34.512528357820536","本月因無台電亭置式變壓器交貨,故較去年本月減幅大"
"114/09/07","114/6","1530","亞崴","電機機械","205636","152062","168492","35.23168181399692","22.04496355910073","1036303","820797","26.255700252315737","-"
"114/09/07","114/6","1531","高林股","電機機械","121583","138497","183236","-12.212538899759561","-33.646772468292255","799626","810023","-1.2835438006081308","-"
"114/09/07","114/6","1532","勤美","電機機械","1084300","966382","2081058","12.202007073807252","-47.89669485425202","6082172","11615321","-47.63664301658129","-"
"114/09/07","114/6","1533","車王電","汽車工業","350211","311705","179312","12.353346914550617","95.30817792451147","1729413","1387510","24.641480061404962","本月營收較去年同期增加170,899仟元，主要為電動巴士相關營收增加181,288仟元。"
"114/09/07","114/6","1535","中宇","電機機械","1182692","1069641","887898","10.569060086515009","33.201336189517264","5539453","5223577","6.0471205842280105","-"
"114/09/07","114/6","1536","和大","汽車工業","353502","351948","743734","0.44154250059667904","-52.46929681848618","2365285","3133532","-24.516966796573325","主要係因去年子公司和府建設出售房屋建案認列營業收入"
"114/09/07","114/6","1537","廣隆","電機機械","500269","530854","715556","-5.761471138957227","-30.086673859208783","3413434","3855455","-11.464820624284293","-"
"114/09/07","114/6","1538","正峰","電機機械","11564","10169","9831","13.718163044547152","17.627911707862882","60901","46171","31.903142665309392","-"
"114/09/07","114/6","1539","巨庭","電機機械","116132","124275","95146","-6.552403942868638","22.05662876001093","723146","705128","2.5552807433543983","-"
"114/09/07","114/6","1540","喬福","電機機械","62813","50910","102375","23.38047534865449","-38.64420024420024","290359","328551","-11.624374906787683","美國市場衰退"
"114/09/07","114/6","1541","錩泰","電機機械","350492","388424","229330","-9.765616954668095","52.833035363886104","1943237","1533042","26.756931643099147","客戶因應美國關稅，提前下訂單"
"114/09/07","114/6","1558","伸興","電機機械","722909","826261","745388","-12.508396257356937","-3.0157448201473596","4224322","3867118","9.23695630699658","-"
"114/09/07","114/6","1560","中砂","電機機械","715653","704078","574351","1.6439939893023217","24.60202907281436","3890219","3326292","16.95362283287216","-"
"114/09/07","114/6","1563","巧新","汽車工業","616775","535017","605853","15.28138358220393","1.802747531166801","3633073","3827694","-5.084549600882411","-"
"114/09/07","114/6","1568","倉佑","汽車工業","86109","89012","93774","-3.2613580191434863","-8.1739074796852","541966","566070","-4.258130619888","-"
"114/09/07","114/6","1582","信錦","電子零組件業","690091","684438","777922","0.8259331013181618","-11.290463568326901","4397298","4680460","-6.049875439593544","-"
"114/09/07","114/6","1583","程泰","電機機械","431019","272008","480312","58.458207111555545","-10.262704242242542","1879731","2193705","-14.312498717922418","-"
"114/09/07","114/6","1587","吉茂","汽車工業","210352","205290","171462","2.4657801159335575","22.681410458293968","1198763","1013111","18.32494168950885","-"
"114/09/07","114/6","1589","永冠-KY","電機機械","761138","665535","566774","14.364834306234833","34.29303390769513","3750325","3158756","18.727910607846887","-"
"114/09/07","114/6","1590","亞德客-KY","電機機械","2700503","2784743","2515751","-3.0250547357511985","7.34381105284267","17048806","15633527","9.052845208889844","本月營業收入換算匯率為4.1146635;本年累計營業收入換算匯率為4.3759297。"
"114/09/07","114/6","1597","直得","電機機械","90746","90861","90657","-0.12656695391862297","0.09817223159822187","524985","503997","4.164310501848226","-"
"114/09/07","114/6","1598","岱宇","運動休閒","361201","382542","464749","-5.578733838375917","-22.280413728700868","3165274","3261478","-2.9497056242599213","-"
"114/09/07","114/6","1603","華電","電器電纜","463927","473093","326113","-1.937462613059166","42.25958486782189","2850720","2170867","31.317118920689293","-"
"114/09/07","114/6","1604","聲寶","電器電纜","776231","862851","782310","-10.038813190226355","-0.7770576881287469","4892049","4914252","-0.45180833217344163","-"
"114/09/07","114/6","1605","華新","電器電纜","12927141","15710431","17460705","-17.716191236255707","-25.964381163303543","91171308","88903590","2.5507608860339612","-"
"114/09/07","114/6","1608","華榮","電器電纜","973018","1038303","1035146","-6.287663620349743","-6.0018586750081635","5800473","5780043","0.35345757808376166","-"
"114/09/07","114/6","1609","大亞","電器電纜","2746810","2570383","2521837","6.863840913980524","8.920996876483294","15143769","14346765","5.5552872023762845","-"
"114/09/07","114/6","1611","中電","電器電纜","94416","90907","98484","3.859988779741934","-4.130620202266358","563204","586602","-3.9887351219395772","-"
"114/09/07","114/6","1612","宏泰","電器電纜","808375","766384","674755","5.479107079479738","19.802743217908723","4026778","3285189","22.573708849019038","-"
"114/09/07","114/6","1614","三洋電","電器電纜","473583","544548","472794","-13.031909032812534","0.16688029035901472","2886395","2790886","3.422174893564266","-"
"114/09/07","114/6","1615","大山","電器電纜","493218","417587","396527","18.111435461352965","24.384468144666062","2864357","2720873","5.273454512577397","-"
"114/09/07","114/6","1616","億泰","電器電纜","433183","501784","372287","-13.671420372112303","16.35727274924991","2539319","2140184","18.649564710323972","-"
"114/09/07","114/6","1617","榮星","電器電纜","269513","250152","332866","7.7396942658863415","-19.032583682322617","1603878","1621885","-1.1102513433443184","-"
"114/09/07","114/6","1618","合機","電器電纜","519898","243227","296304","113.75011820233773","75.46101301366164","2652367","1975697","34.24968504785906","114年6月超高壓電纜出貨較去年同期增加。"
"114/09/07","114/6","1626","艾美特-KY","電器電纜","901516","1094787","1064905","-17.653753652536977","-15.343058770500654","5073388","5045519","0.552351502392519","-"
"114/09/07","114/6","1702","南僑","食品工業","1824918","1912617","1929657","-4.5852881157074314","-5.42785583137314","11627500","11459094","1.4696275290175647","-"
"114/09/07","114/6","1707","葡萄王","生技醫療業","883616","827402","883422","6.794037239455549","0.02196005985814254","4821303","5105787","-5.571795298158737","-"
"114/09/07","114/6","1708","東鹼","化學工業","503006","455047","537019","10.539350880238745","-6.333667896294172","2967222","3058790","-2.9936020452531884","-"
"114/09/07","114/6","1709","和益","化學工業","605826","856686","826392","-29.282607629866718","-26.6902390148985","4817020","5524433","-12.805169326879337","-"
"114/09/07","114/6","1710","東聯","化學工業","1850368","1818779","2191636","1.7368245399798437","-15.571381379024618","11949612","11651709","2.556732235588788","無"
"114/09/07","114/6","1711","永光","化學工業","598086","657261","707665","-9.003272672499966","-15.484586633505966","3927973","4101251","-4.225003541602306","-"
"114/09/07","114/6","1712","興農","化學工業","1648875","1565025","1606288","5.357741889107203","2.651268016694391","9861715","9906109","-0.44814770360390743","-"
"114/09/07","114/6","1713","國化","化學工業","29131","41440","50649","-29.703185328185327","-42.4845505340678","210788","269618","-21.819759808321404","-"
"114/09/07","114/6","1714","和桐","化學工業","1773191","1881522","1490057","-5.7576260070304786","19.00155497407146","10742819","9438641","13.817434098828423","-"
"114/09/07","114/6","1717","長興","化學工業","3297109","3360982","3718447","-1.900426720523942","-11.331020719133551","20465385","21590131","-5.209537635505778","-"
"114/09/07","114/6","1718","中纖","化學工業","4036164","3461699","3159814","16.594885921624034","27.734227394397266","23394097","21231221","10.18724264610123","本月份自結異業別合併營收資訊，未經會計師簽證或核閱。"
"114/09/07","114/6","1720","生達","生技醫療業","563676","611654","562293","-7.843977150480501","0.245957178908505","3467765","3373019","2.808937631243702","-"
"114/09/07","114/6","1721","三晃","化學工業","129787","112986","198396","14.869983891809605","-34.58184640819371","890042","1148132","-22.47912260959541","-"
"114/09/07","114/6","1722","台肥","化學工業","910971","972222","881772","-6.300104297166697","3.3114002259087383","6342952","6216400","2.0357763335692685","-"
"114/09/07","114/6","1723","中碳","化學工業","510415","401829","534695","27.02293761774287","-4.540906498097046","3123081","3758571","-16.90775563372356","-"
"114/09/07","114/6","1725","元禎","化學工業","770421","654948","581475","17.63086535114238","32.49426028634077","4282152","3948242","8.457181702641327","-"
"114/09/07","114/6","1726","永記","化學工業","785361","863417","703968","-9.04035940918467","11.562031228692213","5010908","4513975","11.008767217363854","-"
"114/09/07","114/6","1727","中華化","化學工業","188205","163382","175992","15.193228140186802","6.939519978180827","969866","991669","-2.198616675523789","-"
"114/09/07","114/6","1730","花仙子","化學工業","199024","186527","208687","6.699834340336787","-4.630379467815437","1231050","1267691","-2.890373127205289","-"
"114/09/07","114/6","1731","美吾華","生技醫療業","128665","121211","118680","6.149606883863676","8.413380519042803","796989","757975","5.147135459612784","本期美吾髮及醫藥事業部皆出貨暢旺， 營收較去年同期成長8.4%"
"114/09/07","114/6","1732","毛寶","化學工業","59928","59506","46416","0.7091721843175478","29.110651499482938","337015","301590","11.74607911402898","-"
"114/09/07","114/6","1733","五鼎","生技醫療業","144858","177828","152805","-18.540387340576288","-5.200746048885835","1068701","888655","20.260506045653262","-"
"114/09/07","114/6","1734","杏輝","生技醫療業","268501","272611","269177","-1.5076427583626486","-0.25113586970654994","1617819","1545409","4.6854910253531585","-"
"114/09/07","114/6","1735","日勝化","化學工業","167260","184530","227911","-9.358911830054733","-26.611703691353203","1183914","1295766","-8.632114131718227","-"
"114/09/07","114/6","1736","喬山","運動休閒","4550753","3980673","3958489","14.321196440903334","14.961870552122287","22913388","18333986","24.977667158685513","-"
"114/09/07","114/6","1737","臺鹽","食品工業","284962","316192","274337","-9.87691023175792","3.872973751262134","1676386","1617026","3.670936645421904","-"
"114/09/07","114/6","1752","南光","生技醫療業","189294","173805","158914","8.91171140070769","19.11725839133116","1121187","1040766","7.727097157286076","-"
"114/09/07","114/6","1760","寶齡富錦","生技醫療業","138211","230379","125695","-40.0071187043958","9.957436652213692","985306","983551","0.17843507860802338","-"
"114/09/07","114/6","1762","中化生","生技醫療業","170105","99505","172265","70.95120848198583","-1.253882100252518","536991","712870","-24.671959824371903","-"
