出表日期,資料年月,公司代號,公司名稱,產業別,營業收入-當月營收,營業收入-上月營收,營業收入-去年當月營收,營業收入-上月比較增減(%),營業收入-去年同月增減(%),累計營業收入-當月累計營收,累計營業收入-去年累計營收,累計營業收入-前期比較增減(%),備註
"114/09/07","114/8","6257","矽格","半導體業","1609013","1590738","1510771","1.1488378350174573","6.502772425470174","12663290","11715747","8.08777280697509","-"
"114/09/07","114/8","6278","台表科","光電業","4174612","4161114","3702103","0.32438428747686315","12.763259152973324","33337605","29875349","11.589006039728607","-"
"114/09/07","114/8","6409","旭隼","其他電子業","1836914","1600815","2529635","14.748674893726008","-27.384227368770592","14137442","15838993","-10.742797853373633","-"
"114/09/07","114/8","6412","群電","電子零組件業","3073466","2909244","3532378","5.64483419060072","-12.991588102971992","23554814","23685960","-0.5536866565678571","-"
"114/09/07","114/8","6414","樺漢","電腦及週邊設備業","10825117","10576419","13068467","2.3514386107433904","-17.166129738093993","90560341","93865943","-3.521620189763608","-"
"114/09/07","114/8","6416","瑞祺電通","通信網路業","261836","260118","355111","0.6604694792363466","-26.266435002013456","2692401","2651141","1.5563110373986144","-"
"114/09/07","114/8","6438","迅得","其他電子業","529101","605495","413016","-12.61678461424124","28.106659306177","4321025","3363099","28.4834315017191","-"
"114/09/07","114/8","6443","元晶","光電業","86406","68671","408683","25.826040104265264","-78.8574518636694","1266134","3353826","-62.24807130721749","月營收相較同期減少，主要受政府綠能政策速度及市場淡旺季影響所致。"
"114/09/07","114/8","6446","藥華藥","生技醫療業","1274036","1301897","901338","-2.1400310470029504","41.34941609030131","9435700","5740862","64.36033473718756","本月及本年累計營收較去年成長，主要來自認列美國子公司PharmaEssentia USA Corp. 之營收。"
"114/09/07","114/8","6449","鈺邦","電子零組件業","382565","375297","306453","1.9365995464925112","24.83643495087338","2800497","2134958","31.173400132461623","-"
"114/09/07","114/8","6456","GIS-KY","光電業","6014042","5418015","6320888","11.000837022415036","-4.854476143225446","45657425","43139789","5.835995164464063","-"
"114/09/07","114/8","6491","晶碩","生技醫療業","631216","634991","568259","-0.5944966149126523","11.078927038551083","4486520","4444743","0.9399193609169304","-"
"114/09/07","114/8","6525","捷敏-KY","半導體業","466728","465294","395330","0.3081922397451934","18.060354640426986","3533457","3045872","16.00805943256972","-"
"114/09/07","114/8","6531","愛普*","半導體業","411017","451364","511445","-8.938905185172056","-19.636129007029105","3155757","2536296","24.423844850916456","-"
"114/09/07","114/8","6534","正瀚-創","生技醫療業","59881","50722","32467","18.057253262883954","84.43650475867804","1384735","1305865","6.03967485153519","本月營收較去年同期增加，主要為南美市場需求提升，推動本公司產品銷售成長。"
"114/09/07","114/8","6552","易華電","半導體業","105536","115968","163860","-8.995584988962472","-35.593799585011595","1042875","1417457","-26.426339564445342","-"
"114/09/07","114/8","6581","鋼聯","綠能環保","198822","182441","175113","8.978793144084937","13.539257508009115","1512947","1438046","5.208526013771465","-"
"114/09/07","114/8","6641","基士德-KY","綠能環保","137406","150620","145300","-8.773071305271545","-5.432897453544391","1127837","1176851","-4.164843297919617","-"
"114/09/07","114/8","6657","華安","生技醫療業","317","493","1050","-35.699797160243406","-69.80952380952381","4087","4698","-13.005534269902085","因勞務收入減少"
"114/09/07","114/8","6670","復盛應用","運動休閒","1845631","1891387","2581090","-2.4191770378034745","-28.494124575276338","18788844","17207918","9.187200915299574","-"
"114/09/07","114/8","6672","騰輝電子-KY","電子零組件業","345507","348652","318294","-0.9020455927400388","8.549642783087334","2819582","2864232","-1.5588821017291896","-"
"114/09/07","114/8","6674","鋐寶科技","通信網路業","36525","50358","105547","-27.469319671154533","-65.39456355936218","401233","590134","-32.00984861065453","客戶需求下降"
"114/09/07","114/8","6719","力智","半導體業","420800","359697","333221","16.987353244536372","26.28255722178374","2986727","2425222","23.15272581231739","-"
"114/09/07","114/8","6756","威鋒電子","半導體業","96034","103838","149810","-7.515553073056107","-35.89613510446566","1014678","1192133","-14.885503547003564","-"
"114/09/07","114/8","6768","志強-KY","運動休閒","1122141","1361442","1587600","-17.5770249485472","-29.31840513983371","13764637","11939979","15.281919675068105","-"
"114/09/07","114/8","6776","展碁國際","電子通路業","2293803","3561496","2059419","-35.59439628740282","11.381073982516428","18765407","15749768","19.14719632695542","-"
"114/09/07","114/8","6781","AES-KY","電子零組件業","1382568","1343696","773335","2.8929162548671723","78.7799595259493","10136828","5984518","69.38420103339985","本期收入及合併子公司收入較去年同期增加,故本月收入較去年同期增加"
"114/09/07","114/8","6792","詠業","通信網路業","113440","126166","117609","-10.086711158315236","-3.5447967417459547","914483","841084","8.726714573098524","-"
"114/09/07","114/8","6805","富世達","電子零組件業","1183461","1161773","601478","1.8668018623259448","96.75881744635714","7217165","4646539","55.3234568783346","較去年同期客戶需求增加"
"114/09/07","114/8","6838","台新藥","生技醫療業","0","0","0","","","5358","133128","-95.97530196502613","本月未認列收入"
"114/09/07","114/8","6885","全福生技","生技醫療業","429","402","33","6.7164179104477615","1200.0","2507","33","7496.969696969697","諮詢服務收入"
"114/09/07","114/8","6901","鑽石投資","其他","11225","-93569","98909","111.9964945655078","-88.65118442204451","-1049973","-897669","-16.966610187051128","營業收入為投資標的之評價損益(含已實現及未實現)，投資標的的股數及公允價值變動情形，請參考本公司網站投資人專區/財務資訊。"
"114/09/07","114/8","6906","現觀科","數位雲端","26001","20459","31617","27.088322987438293","-17.76259607173356","194758","196285","-0.7779504292228138","無"
"114/09/07","114/8","6955","邦睿生技-創","生技醫療業","25309","21735","21409","16.443524269611228","18.21663786258116","197860","140581","40.74448182898116","-"
"114/09/07","114/8","6962","奕力-KY","半導體業","1785854","1558273","1904671","14.604693786005404","-6.238190217628136","12591701","15366964","-18.05993038052279","-"
"114/09/07","114/8","7749","意騰-KY","半導體業","123984","145880","66204","-15.009596928982726","87.27569331158239","930997","447050","108.25343921261604","市場需求增加"
"114/09/07","114/8","8021","尖點","其他電子業","389729","360631","320210","8.068635253208958","21.710440023734424","2650511","2266273","16.95462108933919","-"
"114/09/07","114/8","8028","昇陽半導體","半導體業","402469","376959","310641","6.767314217196034","29.56081135458616","2905853","2188920","32.75281874166256","-"
"114/09/07","114/8","8039","台虹","電子零組件業","936162","901908","964565","3.797948349499062","-2.944643440307289","6827367","6834747","-0.1079776617920166","自結數尚未經會計師簽證，特此說明。"
"114/09/07","114/8","8046","南電","電子零組件業","3807312","3620679","3097645","5.154640883657458","22.909887995557916","25468942","21444235","18.76824703702417","-"
"114/09/07","114/8","8070","長華*","電子通路業","1622992","1670299","1524668","-2.832247400016404","6.448879362589102","12544225","11229606","11.706724171800863","-"
"114/09/07","114/8","8072","陞泰","電子通路業","99035","110701","80646","-10.538296853686958","22.802122857922278","794309","606313","31.00642737332038","-"
"114/09/07","114/8","8112","至上","電子通路業","15987240","17733894","15971747","-9.849241232636217","0.09700253829465243","136396413","161753817","-15.676541345543642","-"
"114/09/07","114/8","8114","振樺電","電腦及週邊設備業","1111647","1391728","1222483","-20.124693905705712","-9.066465545942153","14256039","7796350","82.85529767134621","主係O2O Solutions逐步回溫與Embedded Foundry需求強勁所致。"
"114/09/07","114/8","8163","達方","電腦及週邊設備業","2086248","2177145","1814221","-4.175054945812061","14.99414900389754","16649504","13893749","19.834495354709517","-"
"114/09/07","114/8","8215","明基材","光電業","1523905","1493790","1548109","2.0160129603224015","-1.5634558031766497","12017627","12094762","-0.6377554184199739","-"
"114/09/07","114/8","8261","富鼎","半導體業","294102","265518","296181","10.765371839197343","-0.7019356407061897","2093727","1885213","11.060500855871458","-"
"114/09/07","114/8","8271","宇瞻","半導體業","1006580","1053315","668693","-4.436944313904197","50.52946568903817","6821461","5111045","33.465093733277634","本月營收較去年同期增加係因出貨量增加及市場價格上漲所致"
"114/09/07","114/8","8367","建新國際","航運業","283477","279654","248393","1.3670464216496099","14.124391589134959","2135971","1874398","13.955040498335999","無"
"114/09/07","114/8","8374","羅昇","電機機械","399030","404637","399895","-1.3856864300595348","-0.2163067805298891","3112193","2116995","47.00993625398265","-"
"114/09/07","114/8","8404","百和興業-KY","其他","724820","602874","700656","20.22744387716173","3.4487680116919","5039983","4599093","9.586455416317957","-"
"114/09/07","114/8","8438","昶昕","綠能環保","334231","320800","296631","4.186720698254364","12.67568123358651","2452838","2237434","9.627278391228524","-"
"114/09/07","114/8","8466","美吉吉-KY","其他","243486","300572","387259","-18.992454386968845","-37.12579952951384","2263359","2404177","-5.857222658731033","-"
"114/09/07","114/8","8487","愛爾達-創","數位雲端","88782","88748","441364","0.03831072249515482","-79.88463037311607","714981","1114088","-35.82365127350802","月營收年增率-79.88%，主係去年同期轉播巴黎奧運所致。"
"114/09/07","114/8","8940","新天地","觀光餐旅","68874","72935","52898","-5.567971481456091","30.20151990623464","1046159","1101673","-5.03906331552103","-"
"114/09/07","114/8","9906","欣巴巴","建材營造","139028","37922","677289","266.61568482674966","-79.47286904113311","404630","2792499","-85.51011119431018","本月營收與去年同期之差異，主係本月為成屋入帳。"
"114/09/07","114/8","9925","新保","其他","680145","673543","669077","0.9801898319780623","1.6542191705887364","5342480","5229740","2.155747704474792","-"
"114/09/07","114/8","9933","中鼎","其他","6647166","6548038","9920706","1.513858044195834","-32.99704678275921","59643642","79348681","-24.833480218782718","-"
"114/09/07","114/8","9938","百和","其他","1487931","1273916","1565866","16.799773297454465","-4.9771180931190795","10601547","10158794","4.358322454417325","-"
